ID,Country,CompTotal,Currency,YearsCodePro,LanguageHaveWorkedWith,LanguageWantToWorkWith,DevType,JobSat,RemoteWork,EdLevel,OrgSize,Age,Employment,AISelect
9786,Uruguay,,UYU	Uruguayan peso,4,JavaScript;TypeScript,C++;JavaScript;TypeScript,"Developer, front-end",8,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,25-34 years old,"Employed, full-time;Employed, part-time",Yes
9787,Australia,130000,AUD	Australian dollar,4,Bash/Shell (all shells);Go;Python,Go,Cloud infrastructure engineer,8,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,18-24 years old,"Employed, full-time",Yes
9788,United States of America,150000,USD	United States dollar,15,Bash/Shell (all shells);HTML/CSS;JavaScript,,"Developer, full-stack",7,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,45-54 years old,"Employed, full-time","No, but I plan to soon"
9789,Belarus,,,,C;Dart;Lua;SQL;TypeScript,Assembly;C;Clojure;Dart;Lisp;Lua;Zig,Student,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,18-24 years old,"Student, full-time",Yes
9790,Thailand,1300000,THB	Thai baht,7,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Scala;SQL;Swift;TypeScript,Go,"Developer, full-stack",7,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",25-34 years old,"Employed, full-time",Yes
9791,United States of America,,,,Assembly;Bash/Shell (all shells);C;C++;Dart;Java;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C;Dart;Java;Kotlin;PowerShell;Python;R;Rust;SQL;TypeScript,Student,,,Some college/university study without earning a degree,,18-24 years old,"Student, full-time","No, and I don't plan to"
9792,Lithuania,,,Less than 1 year,C++;Go;Kotlin,Go;Zig,"Developer, desktop or enterprise applications",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,18-24 years old,"Student, full-time;Not employed, and not looking for work","No, and I don't plan to"
9793,Australia,110000,AUD	Australian dollar,Less than 1 year,C++;HTML/CSS;JavaScript;Python;SQL,C++;Python;Rust;Zig,"Developer, embedded applications or devices",7,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",18-24 years old,"Employed, full-time","No, and I don't plan to"
9794,Indonesia,3000000,IDR	Indonesian rupiah,14,Java;JavaScript;PHP;SQL,C;Java;JavaScript;PHP;R;Ruby;Scala;SQL,"Developer, back-end",4,In-person,Some college/university study without earning a degree,10 to 19 employees,35-44 years old,"Employed, full-time",Yes
9795,Hong Kong (S.A.R.),470000,HKD	Hong Kong dollar,15,Bash/Shell (all shells);JavaScript;Rust;Solidity;TypeScript,Bash/Shell (all shells);JavaScript;Python;Rust;Solidity;TypeScript,Blockchain,8,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,35-44 years old,"Independent contractor, freelancer, or self-employed","No, but I plan to soon"
9796,India,1300000,INR	Indian rupee,3,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript,"Developer, front-end",9,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",25-34 years old,"Employed, full-time",Yes
9797,Argentina,,ARS	Argentine peso,10,Go;HTML/CSS;Java;JavaScript;PHP;Python,Rust;Zig,"Developer, back-end",,Remote,Primary/elementary school,10 to 19 employees,35-44 years old,"Employed, full-time",Yes
9798,Singapore,130000,SGD	Singapore dollar,5,HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript;SQL,"Developer, front-end",,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,25-34 years old,"Employed, full-time","No, and I don't plan to"
9799,New Zealand,75000,NZD	New Zealand dollar,1,Apex;C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;Clojure;Elixir;F#;Go;HTML/CSS;JavaScript;Kotlin;OCaml;Rust;SQL;Swift;TypeScript,"Developer, full-stack",,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,18-24 years old,"Employed, full-time",Yes
9800,United States of America,175000,USD	United States dollar,24,C;C#;Elixir;Erlang;HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,C;C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, front-end",7,Remote,Some college/university study without earning a degree,100 to 499 employees,45-54 years old,"Employed, full-time",Yes
9801,United States of America,,,,Bash/Shell (all shells);C++;Java,Bash/Shell (all shells);C;C++;Java;Lua,Student,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,18-24 years old,"Student, full-time","No, and I don't plan to"
9802,United States of America,220000,USD	United States dollar,23,Bash/Shell (all shells);C++;Go;Lua;Python;SQL,Bash/Shell (all shells);Go;Rust;SQL,"Developer, back-end",3,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,"5,000 to 9,999 employees",45-54 years old,"Employed, full-time","No, and I don't plan to"
9803,India,,,1,HTML/CSS;Java;JavaScript,Bash/Shell (all shells);Go;Rust,"Developer, full-stack",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,18-24 years old,"Not employed, but looking for work",Yes
9804,United States of America,,,,C#;HTML/CSS;Java;JavaScript;Python,C;C++;HTML/CSS;Java;JavaScript;Python;Rust,Student,,,Primary/elementary school,,Under 18 years old,"Student, full-time","No, and I don't plan to"
9805,India,1000000,INR	Indian rupee,9,Go;JavaScript;PHP;SQL,JavaScript;SQL,"Developer, back-end",,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,25-34 years old,"Employed, full-time",Yes
9806,Ukraine,30000,UAH	Ukrainian hryvnia,25,C#;Delphi;HTML/CSS;JavaScript;Python;SQL,Delphi;Python;SQL,"Developer, desktop or enterprise applications",,Remote,Some college/university study without earning a degree,20 to 99 employees,45-54 years old,"Employed, full-time","No, but I plan to soon"
9807,United States of America,275000,USD	United States dollar,19,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;TypeScript,C#;Go;JavaScript;PowerShell;Rust;TypeScript,"Senior Executive (C-Suite, VP, etc.)",10,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,35-44 years old,"Employed, full-time",Yes
9808,Canada,258211,CAD	Canadian dollar,11,C++;Python,Assembly;C;C++;Go;Java;MATLAB;Python;R;Rust;SQL;Swift,Research & Development role,8,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",500 to 999 employees,35-44 years old,"Employed, full-time",Yes
9809,New Zealand,125000,NZD	New Zealand dollar,11,HTML/CSS;JavaScript;PHP;Python;SQL,HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, full-stack",7,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,45-54 years old,"Employed, full-time",Yes
9810,France,72000,CHF	Swiss franc,3,HTML/CSS;JavaScript,JavaScript,"Developer, front-end",7,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,25-34 years old,"Employed, full-time",Yes
9811,New Zealand,83000,NZD	New Zealand dollar,24,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,,"Developer, full-stack",,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,35-44 years old,"Employed, full-time","No, and I don't plan to"
9812,Indonesia,,,,HTML/CSS;JavaScript;TypeScript,Ada;HTML/CSS;JavaScript;TypeScript,"Developer, front-end",,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,25-34 years old,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Employed, part-time",Yes
9813,Viet Nam,,,3,C;C#;C++;Dart;GDScript;Go;HTML/CSS;Java;JavaScript;Lua;MicroPython;Rust;TypeScript,Assembly;C;C++;GDScript;HTML/CSS;JavaScript;Lua;MicroPython;TypeScript,Student,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Under 18 years old,"Student, part-time",Yes
9814,Guatemala,130000,GTQ	Guatemalan quetzal,7,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Cloud infrastructure engineer,10,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,20 to 99 employees,25-34 years old,"Employed, full-time",Yes
9815,Thailand,,THB	Thai baht,1,C#;PHP;Python;SQL,C++;Lisp;SQL,Engineering manager,7,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,55-64 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","No, but I plan to soon"
9816,India,700000,INR	Indian rupee,4,C#;HTML/CSS;JavaScript;PHP;SQL,Go;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",25-34 years old,"Independent contractor, freelancer, or self-employed",Yes
9817,United States of America,150000,USD	United States dollar,20,C;Go;HTML/CSS;JavaScript;Perl;Python;Rust;SQL;TypeScript,Rust;SQL;TypeScript,"Developer, back-end",7,Remote,"Associate degree (A.A., A.S., etc.)",500 to 999 employees,35-44 years old,"Employed, full-time","No, but I plan to soon"
9818,South Korea,30000000,KRW	South Korean won,1,C;C#;JavaScript;TypeScript,C#;JavaScript;TypeScript,"Developer, back-end",,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,18-24 years old,"Employed, full-time",Yes
9819,Uzbekistan,,UZS	Uzbekistani som,3,Java;JavaScript,Java;JavaScript,"Developer, back-end",3,In-person,Some college/university study without earning a degree,2 to 9 employees,18-24 years old,"Employed, full-time",Yes
9820,United States of America,145374,USD	United States dollar,10,Bash/Shell (all shells);C;Go;PHP;Python;Rust,Bash/Shell (all shells);Go;PHP;Python;Ruby,"Developer, back-end",2,Remote,Some college/university study without earning a degree,100 to 499 employees,25-34 years old,"Employed, full-time",Yes
9821,Greece,80000,USD	United States dollar,14,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP,"Developer, full-stack",,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",35-44 years old,"Employed, full-time",Yes
9822,United States of America,,USD	United States dollar,1,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP,Bash/Shell (all shells);HTML/CSS;PHP,"Developer, full-stack",,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,18-24 years old,"Employed, full-time","No, and I don't plan to"
9823,Australia,,,,C++;HTML/CSS;Python;SQL,C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;Swift,Student,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Under 18 years old,"Student, full-time","No, but I plan to soon"
9824,Japan,5800000,JPY	Japanese yen,4,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,Go;Ruby;TypeScript,"Developer, full-stack",3,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,25-34 years old,"Employed, full-time",Yes
9825,Afghanistan,50000,AFN	Afghan afghani,5,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;PowerShell;SQL,System administrator,5,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",25-34 years old,"Employed, full-time",Yes
9826,India,1400000,INR	Indian rupee,8,HTML/CSS;JavaScript;PHP;SQL,Dart;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,"Developer, back-end",,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",25-34 years old,"Employed, full-time","No, and I don't plan to"
9827,Germany,,,6,Java;Perl,Java,Other (please specify):,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,55-64 years old,"Not employed, but looking for work","No, and I don't plan to"
9828,India,,INR	Indian rupee,6,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Developer, back-end",6,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,35-44 years old,"Employed, full-time",Yes
9829,South Korea,41000000,KRW	South Korean won,5,Dart;HTML/CSS;Java;JavaScript;Python;TypeScript,Dart;Java;Python;TypeScript,"Developer, mobile",,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,25-34 years old,"Employed, full-time",Yes
9830,Mauritius,,MUR	Mauritian rupee,4,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Python;SQL,Data engineer,,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,25-34 years old,"Employed, full-time",Yes
9831,Germany,50000,EUR European Euro,8,HTML/CSS;JavaScript;SQL;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript,"Developer, full-stack",,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",25-34 years old,"Employed, full-time;Employed, part-time","No, and I don't plan to"
9832,Sweden,1500000,SEK	Swedish krona,28,Bash/Shell (all shells);Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);Clojure;Java;JavaScript;Lisp;PowerShell;SQL;TypeScript,"Developer, full-stack",,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",55-64 years old,"Independent contractor, freelancer, or self-employed","No, and I don't plan to"
9833,Russian Federation,,RUB	Russian ruble,15,Python,Rust,"Developer, back-end",5,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,35-44 years old,"Employed, full-time",Yes
9834,Australia,,,,C++,C++,Other (please specify):,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,35-44 years old,"Not employed, but looking for work","No, and I don't plan to"
9835,India,,,,C;HTML/CSS;JavaScript;MATLAB;Python;TypeScript,Go;JavaScript;Python;Rust;SQL;TypeScript,Student,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,18-24 years old,"Student, full-time",Yes
9836,Brazil,,,,,,Student,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,18-24 years old,"Student, full-time;Not employed, but looking for work","No, but I plan to soon"
9837,Australia,30000,AUD	Australian dollar,12,HTML/CSS;Rust;TypeScript,HTML/CSS;Rust,"Developer, full-stack",,In-person,"Associate degree (A.A., A.S., etc.)","Just me - I am a freelancer, sole proprietor, etc.",25-34 years old,"Independent contractor, freelancer, or self-employed",Yes
9838,Turkey,801600,TRY	Turkish lira,2,Python,Python,Other (please specify):,,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",25-34 years old,"Employed, full-time","No, and I don't plan to"
9839,Mexico,,MXN	Mexican peso,15,PowerShell;SQL,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Database administrator,3,Remote,Some college/university study without earning a degree,2 to 9 employees,35-44 years old,"Independent contractor, freelancer, or self-employed;Student, part-time","No, but I plan to soon"
9840,Australia,200000,AUD	Australian dollar,16,Bash/Shell (all shells);Kotlin;Objective-C;Ruby;Swift,Ruby;Swift,"Developer, mobile",9,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",35-44 years old,"Employed, full-time","No, but I plan to soon"
9841,United States of America,130000,USD	United States dollar,7,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Objective-C;PowerShell;SQL;TypeScript,"Developer, full-stack",8,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,25-34 years old,"Employed, full-time",Yes
9842,United States of America,120000,USD	United States dollar,1,Elixir;JavaScript,Elixir;JavaScript;Lua;OCaml,"Developer, full-stack",,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,35-44 years old,"Employed, full-time",Yes
9843,Italy,,EUR European Euro,20,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;R;SQL,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Python;R;SQL,Scientist,,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Just me - I am a freelancer, sole proprietor, etc.",55-64 years old,"Independent contractor, freelancer, or self-employed",Yes
9844,Ukraine,80000,UAH	Ukrainian hryvnia,13,HTML/CSS;JavaScript;Python;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,"Developer, full-stack",,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I don’t know,35-44 years old,"Independent contractor, freelancer, or self-employed",Yes
9845,India,,INR	Indian rupee,11,HTML/CSS;Java;JavaScript;Scala;SQL;TypeScript,HTML/CSS;Java;JavaScript;Scala;SQL;TypeScript,"Developer, full-stack",,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",35-44 years old,"Employed, full-time","No, but I plan to soon"
9846,Hungary,15600000,HUF	Hungarian forint,4,Bash/Shell (all shells);Go;Java;Python,Assembly;Bash/Shell (all shells);C;Go;Python;Rust;Zig,Cloud infrastructure engineer,7,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",25-34 years old,"Employed, full-time",Yes
9847,New Zealand,165000,NZD	New Zealand dollar,9,Haskell;Java;JavaScript;Lua;Python;R;Rust;TypeScript,Haskell;Lua;Python;Rust;Zig,Data scientist or machine learning specialist,,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",25-34 years old,"Employed, full-time",Yes
9848,Indonesia,108000000,IDR	Indonesian rupiah,4,HTML/CSS;JavaScript;Python;R;Rust;SQL;TypeScript,Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack",7,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,25-34 years old,"Employed, full-time","No, and I don't plan to"
